core_ID,Exclusion,Tree_species,Isotope_label,Tree_DBH,x_plot,y_plot,Slope_cardinal,Slope,Slope_angle ,Depth,Day5_temp_in,Day5_temp_out,GWC,MBC,MBN,MBC_noneg,MBN_noneg,SRL,Dry_root_wt,D7_inc_Co2,D12_inc_Co2,D21_inc_Co2,D42_inc_Co2,D60_inc_Co2,Unsieved_soil_wt,Sieved_soil_wt,Efflux_d1,Efflux_d2,Efflux_d3,Efflux_d4,Efflux_d5,Efflux_d6,Efflux_d7,Efflux_d9,d13_d2,d13_d3,d13_d4,d13_d5,d13_d6,d13_d7,d13_d9,nag,phos,cbh,lap,a_gluc,b_gluc,per_AMF
22_06_1,1,Penta,SW,32,14.7,48.4,N,23,0.226068388,5,25.8,25.8,0.129684099,254.0585816,26987.78755,254.0585816,26987.78755,20.0958764,845.5,22.77,137.3067728,158.1848655,473.3587174,76.32356083,275.5,206.8,6.442347136,,0.709813212,1.462182182,6.944578291,,,,-10.96,123.87,60.67,-13.17,,,,657.0498912,,,,4.806951331,20.7905258,20
22_06_2,2,Penta,SW,32,14.7,48.4,N,23,0.226068388,7,,,0.274460313,-46.0653617,54004.09977,,54004.09977,25.61743516,45.5,19.09,92.55452896,74.84145031,188.1929544,34.13216501,302.4,263.35,2.13309947,,3.361276242,2.56495653,1.743614335,,,,-13.33,19.88,8.09,-14.02,,,,509.6017495,6.220357591,14.3431319,2.322907626,,19.7534795,8
22_06_3,3,Penta,SW,32,14.7,48.4,N,23,0.226068388,4,,,0.147265611,-178.0228945,47947.3846,,47947.3846,22.15093702,838.4,,,,,,291.47,198.55,0.723635915,,1.628402778,1.873139168,1.917770148,,,,-14.17,23.03,21.86,-13.83,,,,552.0835715,52.06335366,2.869238044,,,8.821042566,30
22_07_1,1,Goeth,L,34.1,16.3,48.8,N,20,0.19739556,6,,,0.214283047,202.5060285,44756.15942,202.5060285,44756.15942,15.86462443,109.7,44.43,140.7643189,108.5545437,357.5061608,92.01070775,329.33,268.16,,0.678968814,,0.663138908,,0.678079002,2.047606891,3.39547912,,,128.39,,-4.14,-10.77,63.79,927.0992012,9.459429861,1.161122076,,0.69636384,58.70215327,42
22_07_2,2,Goeth,L,34.1,16.3,48.8,N,20,0.19739556,7,,,0.177512433,-63.32719996,34873.51247,,34873.51247,41.80865823,55.3,14.85,38.36645073,102.9140682,218.4922411,42.84821796,313.9,283.08,,1.668926,,1.439563441,,1.008061192,1.064728921,1.915602288,,,17.97,,-9.18,-11.12,0.04,672.0628614,,1.721133815,,2.7339897,68.28010967,11.42857143
22_07_3,3,Goeth,L,34.1,16.3,48.8,N,20,0.19739556,5,,,0.197374908,,,,,21.70101486,1454,81.51,259.9050317,395.4281139,727.0922344,189.3267678,329.8,225.01,,1.921124933,,2.014326383,,3.217889693,2.001928728,1.235273845,,,8.2,,-12.01,-12.24,-0.51,1112.178159,65.13920891,12.94043083,,0.529214523,32.49113048,22
24_02_1,1,Goeth,L,21.8,36.2,42.7,E,24,0.235544981,6,,,0.428433599,253.2484171,122184.7046,253.2484171,122184.7046,13.15807424,111.8,115.55,182.6750055,185.4284918,359.0802142,127.7728922,316.21,275.15,,1.222768768,,2.814014286,,2.582481085,1.143469488,1.752098177,,,27.3,,-9.14,-12.04,41.57,1012.541547,11.00937701,2.495688118,5.616433698,3.75955661,39.77931653,60
24_02_2,2,Goeth,L,21.8,36.2,42.7,E,24,0.235544981,4,,,0.256504709,469.637191,153270.6046,469.637191,153270.6046,22.80822549,20.4,104.94,245.4724062,232.56968,155.9847173,121.8411347,291.51,259.08,,0.799011789,,2.486506176,,1.190568896,1.807007561,2.376395746,,,1.29,,-11.56,-12.29,1.35,516.9805111,8.721039254,20.57311223,3.903593035,0.192878292,32.25684839,62
24_02_3,3,Goeth,L,21.8,36.2,42.7,E,24,0.235544981,2.5,,,0.21720108,577.8509568,156913.8373,577.8509568,156913.8373,28.57239805,235.9,94.09,11.24584548,112.4082455,670.0118426,102.0612724,307.03,442.47,,6.968592957,,4.820350008,,1.384844874,10.58372329,4.177785427,,,2.63,,-10.59,-12.73,6.44,709.244223,31.56970117,3.152028438,3.677422937,4.097101734,22.18694119,28
28_01_1,1,Penta,S,17,29.8,57.7,E,17,0.168390157,4,,,0.246069484,-109.1339069,34908.05361,,34908.05361,5.867707233,87.1,48.05,66.87696505,97.83501856,106.7585127,68.08868274,390.37,307.9,,,1.938456183,1.43725198,2.078644849,,,,13.13,16.9,13.37,-13.82,,,,680.4202134,9.422341398,3.036172911,3.177171239,0.327284773,25.51898272,26
28_01_2,2,Penta,S,17,29.8,57.7,E,17,0.168390157,5,25.5,25.6,0.280640726,-85.19589433,13983.6973,,13983.6973,10.11129901,50.5,82.74,162.6172142,136.0092427,282.0405618,30.93579864,373.83,284,,,1.724271862,2.059138312,1.817939808,,,,1.83,0.86,-4.97,7.46,,,,408.2138603,17.57201111,5.856867482,7.073829679,1.53646833,18.85682918,48
28_01_3,3,Penta,S,17,29.8,57.7,E,17,0.168390157,5,,,0.205960672,-177.1414643,32089.39516,,32089.39516,30.02052496,202.3,95.73,146.3045197,145.9257175,157.6919151,105.0876375,300.12,239.32,3.609849436,,4.118723997,1.859640418,4.613445188,,,,-9.79,-10.59,-11.99,-3.9,,,,966.854646,27.16932656,5.911438262,,,28.64294149,36
33_10_1,1,Penta,SW,42.1,27,61,N,23.5,0.23081196,6,,,0.246676007,361.1257007,139205.1648,361.1257007,139205.1648,12.86245332,73.9,215.14,359.1923147,398.9023753,1149.067056,290.8258642,302.81,251.71,0.680335544,,2.030753565,0.654458503,1.492617089,,,,-13.48,86.8,-11.58,-12.18,,,,963.8733019,20.1258885,9.694943112,3.901555515,,44.26850269,8
33_10_2,2,Penta,SW,42.1,27,61,N,23.5,0.23081196,4,,,0.371734655,603.5084076,181037.7243,603.5084076,181037.7243,14.60223544,41.2,89.69,336.8939381,413.295102,274.8673106,227.4887371,332.03,288.17,0.91207315,,0.737037637,1.552744411,0.895551157,,,,-14.59,12.25,-13.77,-12.92,,,,690.8707954,30.48871233,17.4257735,2.240568887,0.590677195,23.18154031,66
33_10_3,3,Penta,SW,42.1,27,61,N,23.5,0.23081196,5,26.4,25.8,0.129290676,164.7492161,26656.26005,164.7492161,26656.26005,33.38139759,439.4,,,,,,299.38,215.54,0.948629695,,2.165551675,1.919297307,1.652958502,,,,-11.21,17.33,-12.06,-13.03,,,,517.7691668,2.959046946,5.366623266,,1.804881552,46.99938635,14
34_06_1,1,Goeth,S,27.6,38.9,60.5,N,6,0.059928155,5,,,0.374277503,678.3332843,141406.8538,678.3332843,141406.8538,26.5781453,35.1,228.17,203.6259565,682.135832,1670.18476,162.6188359,300.28,293.96,0.771195504,,2.058706495,1.420808297,3.917640941,,,,227.31,139.9,159.7,-9.99,,,,1198.227757,,6.606591517,,,56.936136,31.42857143
34_06_2,2,Goeth,S,27.6,38.9,60.5,N,6,0.059928155,4,,,0.347230034,218.8002654,80172.01501,218.8002654,80172.01501,8.370779292,36.7,44.39,32.79802038,355.7917079,107.6717977,221.7040787,293.08,261.69,1.320883493,,1.497142341,5.283966545,4.944690144,,,,33.6,23.17,25.2,-6.48,,,,509.95,7.843486232,34.00152323,11.83807602,2.201518071,38.04438395,40
34_06_3,3,Goeth,S,27.6,38.9,60.5,N,6,0.059928155,5,25.6,26,0.25434897,509.5285519,99559.41301,509.5285519,99559.41301,28.59665318,212.5,,,,,,257.34,194.95,8.437595931,,2.539568101,2.105148724,5.676043812,,,,37.95,10.9,10.2,-7.94,,,,817.3592815,10.07819995,2.600001015,,2.641964704,32.47818029,82
37_04_1,1,Penta,S,18.6,33,76.4,W,11,0.109559527,4,25.6,25.8,0.269191758,43.48051329,85507.48402,43.48051329,85507.48402,8.059455675,418.5,103.78,258.6680961,235.0891369,735.0573702,233.5834202,288.38,n/a,1.094595509,1.064862898,,1.93405859,4.511341885,,,,13.81,0.77,-6.1,-13.83,,,,656.2357519,12.22594088,3.911419326,3.792134823,3.451387652,25.53278358,30
37_04_2,2,Penta,S,18.6,33,76.4,W,11,0.109559527,6.5,,,0.356374498,-20.79929949,93862.7731,,93862.7731,29.61689792,279.2,144.97,127.4564342,179.3055426,249.7173498,127.1594327,250.16,215.61,1.184929097,2.791998233,,2.036905264,2.618520485,,,,-10.65,-12.94,-12.75,-4.54,,,,1973.409191,43.13015917,,,,25.11364239,12
37_04_3,3,Penta,S,18.6,33,76.4,W,11,0.109559527,7.5,,,0.201456175,-129.8253692,65973.36427,-129.8253692,65973.36427,13.82909724,488.5,28.18,119.0894792,164.4046495,499.1855766,94.53182311,228.89,147.15,4.252916056,,,9.355833718,5.645975485,,,,-12.48,-12.5,-11.68,-13.17,,,,1366.078473,23.49531006,8.98549943,,3.51101607,26.55970404,34
43_02_1,1,Goeth,S,22.8,22.3,88.8,W,32.5,0.314231899,7,25.3,25.6,0.215875385,-6.362869824,-10818.14067,,,7.123218085,75.2,48.17,100.1612259,103.2512454,339.5776508,86.59186385,302.81,212.65,1.407013613,3.055271815,,1.2690746,2.243830289,,,,104,-11.51,-11.43,-12.16,,,,714.693843,54.68245775,7.308941229,,1.037474583,12.96169844,26
43_02_2,2,Goeth,S,22.8,22.3,88.8,W,32.5,0.314231899,5.5,,,0.305114,-22.31497902,71724.90053,,71724.90053,,34.1,93.97,268.1671471,452.683552,1586.362022,234.0461482,260.19,206.67,3.212864534,1.030556233,,1.125764053,1.41942668,,,,17.33,23.96,-12.35,-9.82,,,,1539.382052,28.39154724,,,0.957987814,55.84682044,26
43_02_3,3,Goeth,S,22.8,22.3,88.8,W,32.5,0.314231899,8.5,,,0.171841214,65.78839489,93407.4689,65.78839489,93407.4689,12.44048733,572.1,57.09,86.34856287,269.9894976,842.0346797,88.60720068,295.19,217.88,1.60865366,2.250632945,,0.971198447,1.748277627,,,,10.59,7.1,-12.34,-12.26,,,,694.6432424,2.722821108,8.226305671,,2.534770911,48.414573,64
43_10_1,1,Penta,SW,38.7,29.65,82.8,W,12,0.119428926,4.5,25.5,25.7,0.211059679,209.2025789,46011.62198,209.2025789,46011.62198,13.04930956,406.7,67.69,225.8887259,161.4664151,523.3952497,157.0852789,272.25,n/a,1.91137996,,,2.365507311,1.649566224,,,,194.11,-14.38,103.77,164.59,,,,1264.419806,38.5173577,12.44078086,,5.315561734,41.51597165,22
43_10_2,2,Penta,SW,38.7,29.65,82.8,W,12,0.119428926,4,,,0.207050714,56.7749243,40408.0258,56.7749243,40408.0258,8.560256871,94.6,,,,,,280.37,220.63,3.047828254,,3.118647079,2.505029197,2.30131773,,,,-8.37,-17.32,3.97,11.98,,,,669.8776002,13.34537636,7.161238804,5.420143687,0.949927105,30.97971253,58
43_10_3,3,Penta,SW,38.7,29.65,82.8,W,12,0.119428926,3.5,,,0.16704354,526.1131624,91871.18849,526.1131624,91871.18849,23.4737125,735.3,60.85,63.21575714,21.31075161,266.9589933,73.81735597,282.23,216.66,3.716203269,,3.490298269,4.730497093,0.400378037,,,,3.58,-20.42,-12.17,-4.43,,,,867.602681,20.76767304,12.74484104,,0.979641862,53.76308719,22
46_03_1,1,Penta,L,24.5,49.4,94.3,W,2,0.019997334,4,,,0.380243627,132.3776139,131050.9086,132.3776139,131050.9086,9.392051144,222.9,89.54,156.5229912,176.3290358,284.9358713,156.01195,346.04,267.36,,0.937602179,,1.657262201,,2.855640072,2.738853533,0.725001671,,,3.11,,-6.31,-6.89,1.31,1440.932225,22.55242478,4.253576446,11.16337059,2.990335217,44.24716663,16
46_03_2,2,Penta,L,24.5,49.4,94.3,W,2,0.019997334,5,,,0.366888048,245.2013454,92035.70134,245.2013454,92035.70134,8.652298546,116.9,133.42,249.3002935,203.8791459,560.4747236,168.1276276,316.5,272.15,,1.420675822,,1.041331438,,2.165120071,3.351662667,1.327909086,,,-3.16,,-8.41,-10.05,-6.22,1573.575849,40.20054022,3.621680444,,,37.89665144,11.66666667
46_03_3,3,Penta,L,24.5,49.4,94.3,W,2,0.019997334,5,,,0.255014412,200.2229593,101844.3321,200.2229593,101844.3321,23.58821371,199.8,22.47,135.6414369,95.78915558,255.1246696,69.97574901,277.92,223.35,,1.638414917,,1.581739312,,1.342759327,2.241139199,2.174251148,,,-11.3,,-11.65,-12.38,-11.43,920.3626285,17.49325368,12.8682981,5.460579484,5.220780753,41.24127082,18
48_01_1,1,Goeth,S,37.7,27.7,93.5,W,22,0.216550305,7,26.5,25.5,0.246274964,298.6961318,132769.9815,298.6961318,132769.9815,11.60896446,222.3,30.72,191.5093455,131.1194043,408.0904691,11.6424825,270.79,239.9,1.372734588,,2.680007547,3.4880955,2.208305565,,,,-18.35,-15.07,83.84,-10.92,,,,822.8493713,42.1978962,10.49973082,3.925447587,3.886804427,60.26418487,22
48_01_2,2,Goeth,S,37.7,27.7,93.5,W,22,0.216550305,6.5,,,0.32423946,,,,,7.762492721,89.3,,,,,,221.92,167.76,4.039810054,,0.310443033,1.923975875,1.787734657,,,,-10.31,-10.14,3.36,-15.76,,,,1227.436196,182.9451213,8.14666756,,,87.28649041,34
48_01_2b,,,,,,,,,,,,,,259.5846442,122879.5661,259.5846442,122879.5661,,,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,8
48_01_3,3,Goeth,S,37.7,27.7,93.5,W,22,0.216550305,6.5,,,0.144989978,216.3130168,115735.2305,216.3130168,115735.2305,6.251959216,576.2,128.58,108.7997648,330.7747225,1010.664684,170.2528576,212.18,143.64,1.366224932,,0.650273986,2.619844552,4.478292128,,,,-12.34,-13.63,4.93,-9,,,,378.0282535,21.91419556,5.387093351,1.992937466,1.915489238,38.17897806,28
52_04_1,1,Penta,S,37,17,104.7,W,27.5,0.268366211,6,,,0.272792704,642.5721373,63049.13429,642.5721373,63049.13429,8.453988724,168.5,36.66,137.1073176,149.7461437,306.6762758,74.29248787,307.91,241.66,0.738423141,0.883806762,,2.507529269,1.608644709,,,,89.85,179.3,101.7,20.56,,,,169.511122,4.361497047,6.542088729,0.811974469,0.066354766,9.27585135,26
52_04_2,2,Penta,S,37,17,104.7,W,27.5,0.268366211,4,,,0.242690197,18.99061009,78164.60845,18.99061009,78164.60845,7.30467564,226.6,48.72,72.00107629,102.1397194,252.5173661,42.13662711,290.51,224.67,,2.482224333,,2.974786001,2.633368151,,,,5.62,15.05,15.15,299.98,,,,100.4630079,5.010510819,5.643103729,0.360489266,0.918772042,8.753906034,10
52_04_3,3,Penta,S,37,17,104.7,W,27.5,0.268366211,5,25.9,25.8,0.184871198,-51.40233559,36113.08157,,36113.08157,14.62800963,166.1,31.51,119.5479167,97.18344467,98.23818629,9.938523983,269.82,219.87,0.438585479,1.198891593,,2.185256272,5.743754728,,,,68.15,35.81,6.58,,,,,223.8557814,1.906209069,8.269925241,6.929669779,0.176401011,9.14805096,54
55_11_1,1,Penta,S,30.8,41.8,108.6,W,22,0.216550305,6,25.8,25.8,0.230147851,-100.121721,109880.4502,,109880.4502,20.87318683,65.3,,,,,,303.48,258.08,1.370198595,,,1.516961676,0.525131968,,,,156.22,-6.99,-11.61,-6,,,,997.882101,15.81856577,1.882483336,,8.400826266,34.68867943,8
55_11_2,2,Penta,S,30.8,41.8,108.6,W,22,0.216550305,5,,,0.31103554,-15.47690283,91707.44312,,91707.44312,6.011392405,260.1,24.42,39.65441489,222.7071097,360.6217311,6.869897671,310.5,260.16,0.76727651,,0.860598231,1.60413364,0.71950703,,,,25.45,-0.73,-5.81,-10.73,,,,,,9.237612622,,4.723676361,92.480474,32
55_11_2b,,,,,,,,,,,,,,,,,,10.819188,213.3,,,,,,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,50.98039216
55_11_3,3,Penta,S,30.8,41.8,108.6,W,22,0.216550305,4,,,0.190263006,,,,,21.24420673,20.8,,,,,,,,1.619048273,,0.697267745,1.392027143,1.551545863,,,,20.94,-8.16,-12.04,-3.12,,,,813.0368778,20.13373758,4.960760629,2.747592258,2.319276978,34.89796555,
55_11_3c,,,,,,,,,,,,,,194.3329061,205158.8097,194.3329061,205158.8097,,,64.84,153.658055,181.2104909,496.8327275,111.6030709,n/a,n/a,,,,,,,,,,,,,,,,,,,,,,
58_05_1,1,Penta,L,41.6,25.8,111.3,W,5,0.049958396,8.5,,,0.279009597,175.5847505,119270.9745,175.5847505,119270.9745,18.57574687,279.3,68.49,233.1696395,376.3730577,1186.212163,196.9041206,186.4,142.15,,0.9797862,,2.003886606,,1.17480076,1.256806809,2.830663064,,,-13.01,,-11.62,80.07,76.16,903.1402717,3.395264179,7.140609297,,3.625426989,45.10330033,
58_05_2,2,Penta,L,41.6,25.8,111.3,W,5,0.049958396,7,,,0.273411516,51.68751676,-26155.19508,51.68751676,,4.952266645,301.9,89.15,275.5759403,266.1127656,858.5027878,144.8267144,272.31,241.37,,3.879964828,,3.004588414,,1.329340929,2.102189114,5.220238999,,,-15.58,,-15.8,-6.43,-8.58,884.8089238,27.67660172,12.94695277,,1.530894096,46.80346654,
58_05_3,3,Penta,L,41.6,25.8,111.3,W,5,0.049958396,3,,,0.274442832,,,,,17.05158095,1341.6,46.95,511.4854134,290.7784337,945.3209369,157.5852085,255.18,196.19,,1.411886168,,5.960981871,,2.108475938,0.890175918,1.632045697,,,-12.65,,-10.25,-5.38,0.05,731.6661582,31.28404042,7.227021859,2.333572366,5.349714934,49.75809911,
63_04_1,1,Penta,L,16.8,22.3,127.4,N,5,0.049958396,6.5,,,0.316748092,25.44196034,97608.81185,25.44196034,97608.81185,7.054811159,69.9,38.82,130.5060789,60.30711733,416.3107604,60.35435883,318.44,278.89,,2.627708122,,3.823201619,,3.98925494,3.370427015,1.028414089,,,87.82,,-11.64,22.59,1.79,1494.768524,33.19756181,9.833766538,,7.264618933,32.39751014,
63_04_2,2,Penta,L,16.8,22.3,127.4,N,5,0.049958396,5,,,0.424658944,183.6720269,52306.47386,183.6720269,52306.47386,11.98512928,116.8,33.73,107.1989614,90.5643107,64.67642337,47.54204438,343.27,292.45,,1.206219116,,1.405198093,,0.482293893,1.582476852,1.159794094,,,17.4,,-0.5,3.51,-0.94,1991.131054,16.61018863,5.178555497,3.76329995,5.136062206,59.78412315,
63_04_3,3,Penta,L,16.8,22.3,127.4,N,5,0.049958396,3.5,,,0.312675475,21.77736579,285387.0092,21.77736579,285387.0092,28.90631515,115.5,39.57,88.60956767,127.5633459,275.5539345,67.51415165,298.72,265.19,,1.757950129,,1.825832225,,3.245046811,1.674363296,3.617543712,,,8.61,,-9.48,-2.81,-7.53,777.1710064,8.436171694,4.063674259,3.934804518,0.712207577,24.20987015,
92_19_1,1,Goeth,SKIP,7.8,13.94,187.73,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92_19_2,2,Goeth,SKIP,7.8,13.94,187.73,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92_19_3,3,Goeth,SKIP,7.8,13.94,187.73,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92_22_1,1,Penta,SKIP,7.3,17.6,183.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92_22_2,2,Penta,SKIP,7.3,17.6,183.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92_22_3,3,Penta,SKIP,7.3,17.6,183.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_11_6,,,,,,,,,,,,,,472.6556869,67857.60117,472.6556869,67857.60117,14.79962821,23.4,25.04,99.88989685,218.7724207,35.93507714,69.76512814,n/a,,,,,,,,,,,,,,,,,,,,,,,
d13 AM AMB 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.54,-16.23,-15.24,-11.45,-15.25,-11.53,-11.1,,,,,,,
d13 PM AMB 1,,,,,,,,,,,,,,negative value,,,,,,,,,,,,,,,,,,,,,-10.86,-11.54,-10.91,,-11.2,-11.13,-10.7,,,,,,,
d13 AM AMB 2,,,,,,,,,,,,,,negative value where the unfum NPOC or TN was greater than the fumigated NPOC or TN,,,,,,,,,,,,,,,,,,,,,-11.67,-14.37,-14.84,-12.51,-14.28,-11.53,-11.01,,,,,,,
d13 PM AMB 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.17,-11.21,-11.03,,-10.48,-10.34,-10.97,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.6006833,40.12392618,,,3.138777884,5.317982267,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.2640675,65.50883121,4.621142077,,0.215570618,5.935833978,