"core_ID","Exclusion","Tree_species","Isotope_label","Tree_DBH","x_plot","y_plot","Slope_cardinal","Slope","Slope_angle","Depth","Day5_temp_in","Day5_temp_out","GWC","MBC","MBN","MBC_noneg","MBN_noneg","SRL","Dry_root_wt","D7_inc_Co2","D12_inc_Co2","D21_inc_Co2","D42_inc_Co2","D60_inc_Co2","Unsieved_soil_wt","Sieved_soil_wt","Efflux_d1","Efflux_d2","Efflux_d3","Efflux_d4","Efflux_d5","Efflux_d6","Efflux_d7","Efflux_d9","d13_d2","d13_d3","d13_d4","d13_d5","d13_d6","d13_d7","d13_d9","nag","phos","cbh","lap","a_gluc","b_gluc","per_AMF","Mean_Respiration"
"10_02_1","1","Goeth","S",34.1,2.6,12.3,"N",15,0.148889948,7.5,NA,NA,0.437306537,"",NA,NA,NA,9.850481999,136.1,NA,NA,NA,NA,NA,"301.09","247.88",0.695006919,NA,1.41357032,2.670394041,1.231711751,NA,NA,NA,48.96,15.13,0.48,0.32,NA,NA,NA,1219.693077,35.99822182,12.60622086,8.032132574,2.76418494,60.49596186,14,1.50267075775
"10_02_2","2","Goeth","S",34.1,2.6,12.3,"N",15,0.148889948,5.5,25.6,25.6,0.329528103,"48.25913212",4875.837108,48.25913212,4875.837108,26.84561255,46.2,NA,NA,NA,NA,NA,"286.62","233.47",4.650403784,NA,2.436282867,2.245124872,1.043716341,NA,NA,NA,-9.35,-6.34,-9.88,-8.28,NA,NA,NA,1033.240616,23.22634654,4.728889128,NA,3.98622271,44.05008405,28,2.593881966
"10_02_3","3","Goeth","S",34.1,2.6,12.3,"N",15,0.148889948,5.5,NA,NA,0.210487724,"320.5596425",7088.870907,320.5596425,7088.870907,45.36458543,361.1,45.34,158.3128184,143.4421726,387.6036739,131.154912,"321.65","248.26",3.488556475,NA,1.907921597,1.738071359,1.550474928,NA,NA,NA,NA,-9.26,-11.62,-9.99,NA,NA,NA,249.2341266,6.434505849,19.03262218,0.014645052,0.088580845,19.55266738,50,2.17125608975
"10_04_1","1","Goeth","LW",37.3,0.9,19,"N",4,0.039978687,7,NA,NA,0.148509777,"-87.88438412",3681.384049,NA,3681.384049,33.5921968,100.1,24.79,126.1385102,130.5307737,178.5683197,61.19107352,"353.03","282.55",NA,3.345791987,NA,NA,0.76941454,0.956901882,1.542658975,NA,101.99,NA,-13.79,NA,-15.45,-10.52,-16.63,942.0645056,NA,NA,NA,6.440300442,16.3181762,52,1.653691846
"10_04_2","2","Goeth","LW",37.3,0.9,19,"N",4,0.039978687,7,NA,NA,0.245427564,"-60.24490757",4209.087443,NA,4209.087443,11.76057395,45.3,27.41,101.7708359,90.97434843,36.28076828,52.06173621,"381.49","313.41",NA,2.881191322,NA,NA,1.926268066,2.404092103,1.584840498,1.21206668,38.42,NA,-15.67,NA,-16.91,-13.38,-17.19,730.2613647,26.86195246,17.62077687,NA,1.497932036,47.31158654,24,2.0016917338
"10_04_3","3","Goeth","LW",37.3,0.9,19,"N",4,0.039978687,5.5,NA,NA,0.26818195,"85.8704135",10843.02921,85.8704135,10843.02921,33.73615597,662.3,NA,NA,NA,NA,NA,"318.73","275.89",NA,4.231348356,NA,NA,3.351701701,2.941135345,3.07508684,2.474926741,42.4,NA,-16.25,NA,-16.08,-14.35,-15.94,383.79,11.11426813,27.11912801,129.4566475,2.262817963,30.12419264,18,3.2148397966
"11_06_1","1","Goeth","S",34.6,3.7,24.5,"N",44,0.414506875,5.5,NA,NA,0.274036471,"913.4198475",21209.48909,913.4198475,21209.48909,16.7904969,80.7,55.07,231.1924068,285.9079155,136.5081963,203.1716488,"311.6","274.74",2.173581155,NA,1.72454653,2.705284669,2.749440837,NA,NA,NA,-3.23,-5.47,-5.28,240.75,NA,NA,NA,1512.388973,408.7537766,14.12219314,NA,1.714362646,19.51041695,20,2.33821329775
"11_06_2","2","Goeth","S",34.6,3.7,24.5,"N",44,0.414506875,4,25.7,25.9,0.20494152,"-81.60996751",10271.7484,NA,10271.7484,11.49566881,93.3,26.82,93.37070156,79.30088324,15.73912902,49.87482076,"319.09","257.72",0.32384522,NA,2.815623133,1.296020501,1.766241313,NA,NA,NA,13.4,14.13,-1.34,31.17,NA,NA,NA,1072.168273,12.41051144,6.092195072,NA,4.482257832,43.91309204,22,1.55043254175
"11_06_3","3","Goeth","S",34.6,3.7,24.5,"N",44,0.414506875,4,NA,NA,0.361343196,"14.5057275",21230.46624,14.5057275,21230.46624,47.70087531,200.5,87.58,124.7396342,173.3423838,468.0389851,77.76978042,"334.54","273.18",4.157766705,NA,0.909117902,0.580136156,0.543551316,NA,NA,NA,-4.49,-7.09,-10.32,16.54,NA,NA,NA,896.7883056,19.25631005,4.258651071,3.888614124,2.02494347,49.91214797,38,1.54764301975
"11_10_1","1","Goeth","L",31.8,5.3,28.5,"N",48,0.447519975,5,NA,NA,0.382792136,"543.8623171",33052.22535,543.8623171,33052.22535,16.56429703,60.6,44.3,193.3614774,170.2148279,550.3994167,110.3295007,"","",NA,3.249908555,NA,4.182826393,NA,2.430063242,4.424412568,3.652817211,NA,NA,-9.52,NA,-10.87,27.73,26.2,836.9217496,13.15279073,13.21485936,12.19534768,1.834230471,43.08501849,22,3.5880055938
"11_10_2","2","Goeth","L",31.8,5.3,28.5,"N",48,0.447519975,3.5,NA,NA,0.48860858,"",NA,NA,NA,14.68017925,120.5,NA,NA,NA,NA,NA,"341.81","276.26",NA,0.427921574,NA,2.020873479,NA,2.933024094,2.921668736,1.010512709,NA,NA,8.48,NA,6.78,12,8.33,830.9093841,14.79468145,17.87349876,7.303830793,0.990200346,37.40316761,46,1.8628001184
"11_10_3","3","Goeth","L",31.8,5.3,28.5,"N",48,0.447519975,4.5,NA,NA,0.2888078,"383.0422782",36616.84651,383.0422782,36616.84651,31.45809165,441.9,75.1,268.1019857,229.5680779,801.5413017,120.0966102,"321.17","220.85",NA,NA,NA,4.641224941,NA,0.350122827,0.958738369,NA,NA,NA,-13.4,NA,-14.8,-11.03,-10.46,2362.053913,112.4817208,NA,NA,1.980255505,32.73949983,52,1.98336204566667
"12_01_1","1","Goeth","L",23.3,10.9,27.4,"N",58,0.525583794,7,NA,NA,0.302140089,"-129.6045433",15419.03592,NA,15419.03592,6.440492042,226.2,25.24,54.17733999,83.68168885,246.035598,31.5462482,"311.15","265.58",NA,0.637130708,NA,1.554312408,NA,1.530684813,0.566739826,0.997972923,NA,NA,-9.14,NA,-9.98,63.96,39.71,1396.428093,11.31923015,40.5036773,NA,2.795774459,120.2141054,76,1.0573681356
"12_01_2","2","Goeth","L",23.3,10.9,27.4,"N",58,0.525583794,5,NA,NA,0.205716635,"",NA,NA,NA,9.344343318,86.8,41.33,83.25767772,105.3728923,235.8754308,42.0892672,"338.91","287.6",NA,1.223990425,NA,5.685639501,NA,2.662817568,6.70409468,1.711510754,NA,NA,-11.43,NA,-8.62,2.01,7.7,1088.212055,24.39428148,NA,NA,53.59227174,48.84563531,66.66666667,3.5976105856
"12_01_3","3","Goeth","L",23.3,10.9,27.4,"N",58,0.525583794,5,NA,NA,0.132188491,"86.51194629",10718.89912,86.51194629,10718.89912,48.06533888,258.5,62.92,139.7903144,144.4895113,439.8813076,85.41649236,"335.74","247.73",NA,0.863065734,NA,1.537189884,NA,1.547421308,0.93072249,0.912217749,NA,NA,-9.43,NA,-11.29,-1.12,-3.41,937.3892782,24.30268499,3.063579795,NA,NA,37.05017509,12,1.158123433
"12_05_1","1","Goeth","L",24.6,17.5,29.7,"N",37,0.354379919,6.5,NA,NA,0.281282471,"-159.5758341",3550.488937,NA,3550.488937,58.36589091,5.5,41.27,24.79651927,104.878627,53.56824673,44.64741667,"293.56","230.2",NA,0.841449016,NA,0.399207863,NA,1.058231909,2.600576277,1.311549905,NA,NA,-8.5,NA,-6.5,51.45,92.36,167.1763095,4.725273094,12.39371703,0.076672206,0.340877187,15.79840768,44,1.242202994
"12_05_2","2","Goeth","L",24.6,17.5,29.7,"N",37,0.354379919,5.5,NA,NA,0.242813925,"254.4586555",3860.776171,254.4586555,3860.776171,21.53424931,36.1,28.06,50.82827918,63.29145342,113.2159771,36.44904986,"330.7","254.69",NA,1.071550783,NA,2.626391725,NA,0.998810377,2.609626886,1.712631009,NA,NA,-8.42,NA,-8.07,4.15,34.39,508.4268118,3.461947202,7.550857164,2.111947053,2.34298646,26.44986202,14,1.803802156
"12_05_3","3","Goeth","L",24.6,17.5,29.7,"N",37,0.354379919,4.5,NA,NA,0.266224299,"-18.84437278",23067.62498,NA,23067.62498,37.25889473,468.3,NA,NA,NA,NA,NA,"255.39","202.38",NA,1.030437806,NA,NA,NA,2.702576189,1.014426731,1.264383218,NA,NA,-9.32,NA,-11.87,-1.44,0.06,592.7743644,17.33678553,17.60785653,6.613136596,1.955827783,31.99086528,30,1.502955986
"12_09_1","1","Goeth","L",24.1,13.5,22.9,"N",12,0.119428926,6.5,NA,NA,0.240878149,"347.8123201",-17405.24225,347.8123201,NA,24.66128105,45.9,108.39,192.9541202,190.9879451,335.6814227,102.1067447,"278.95","245.82",NA,1.490427113,NA,1.421288512,NA,1.951679002,2.41154221,1.094298782,NA,NA,89.74,NA,-7.86,54.86,61.02,2063.733598,50.29849119,NA,NA,2.950497371,56.74490894,33.33333333,1.6738471238
"12_09_2","2","Goeth","L",24.1,13.5,22.9,"N",12,0.119428926,7,NA,NA,0.237786469,"-108.5536807",22935.04283,NA,22935.04283,8.229452,25,27.86,64.23168389,73.93372574,250.3590664,47.00182106,"318.33","273.57",NA,1.403990934,NA,2.091346237,NA,1.62379143,1.216080474,1.556408739,NA,NA,15.12,NA,-9.06,3.93,0.22,1148.17332,6.201285304,6.347458262,NA,10.44044953,43.27427057,78,1.5783235628
"12_09_3","3","Goeth","L",24.1,13.5,22.9,"N",12,0.119428926,7,NA,NA,0.210955828,"443.2701301",38964.46291,443.2701301,38964.46291,42.07473944,352.7,74.06,130.0465233,210.7073141,265.8438967,122.6914471,"314.29","235.43",NA,4.090658059,NA,4.087274733,NA,4.279545765,4.062500416,9.065023849,NA,NA,-1.54,NA,-13.6,-0.52,-5.49,NA,NA,NA,NA,NA,NA,7.692307692,5.1170005644
"14_09_1","1","Penta","SW",48.5,33.3,29.1,"E",23,0.226068388,6,26.5,26.4,0.361789372,"732.2531135",29192.23789,732.2531135,29192.23789,7.511222222,28.8,114.65,226.3518995,277.4909576,969.7140611,48.26379325,"381.31","243.93",2.17144874,NA,4.987459228,3.083260226,3.540721128,NA,NA,NA,-13.25,86.18,-15.85,-13.15,NA,NA,NA,684.0073639,14.65856366,3.642928043,2.21049352,5.033729279,27.85868615,60,3.4457223305
"14_09_2","2","Penta","SW",48.5,33.3,29.1,"E",23,0.226068388,7,NA,NA,0.231731822,"110.81714",27598.68666,110.81714,27598.68666,12.5557599,40.4,25.74,122.3473222,171.3202761,511.8201323,97.11480726,"323.14","274.72",1.045006553,NA,2.69020526,2.340300124,1.33292582,NA,NA,NA,-13.5,14.57,-14.94,-15.74,NA,NA,NA,570.6886593,41.73922965,2.680272943,NA,NA,24.50943533,68,1.85210943925
"14_09_3","3","Penta","SW",48.5,33.3,29.1,"E",23,0.226068388,6,NA,NA,0.24983973,"420.6487778",78970.17428,420.6487778,78970.17428,16.4107317,445.4,NA,NA,NA,NA,NA,"188.46","136.35",1.613230925,NA,3.590759396,0.739881545,1.0317583,NA,NA,NA,-12.46,14.19,-13.18,-13.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1.7439075415
"14_10_1","1","Goeth","S",32.4,38.3,28.9,"E",16,0.158655262,8,NA,NA,0.239374913,"-324.6730748",-23499.26055,NA,NA,9.603402185,100.7,NA,NA,NA,NA,NA,"294.08","254.55",0.718870759,NA,1.918844613,1.646430748,2.130339093,NA,NA,NA,-1.68,285.16,-2.26,2.26,NA,NA,NA,783.6540465,30.24021904,1.726010683,3.499048433,7.650587893,31.72583807,8,1.60362130325
"14_10_2","2","Goeth","S",32.4,38.3,28.9,"E",16,0.158655262,4,25.8,25.4,0.27280623,"112.0721767",15611.27148,112.0721767,15611.27148,15.6985651,38.4,-5.33,114.8896267,-15.15122032,214.4464335,8.773958555,"n/a","309.37",1.653036882,NA,1.671020037,1.573980924,1.197612364,NA,NA,NA,50.9,73.46,13.66,4.16,NA,NA,NA,764.4291925,18.51127369,5.417549562,6.362734931,3.046543155,36.87895084,42,1.52391255175
"14_10_3","3","Goeth","S",32.4,38.3,28.9,"E",16,0.158655262,4,NA,NA,0.199220671,"161.3402854",30779.85582,161.3402854,30779.85582,33.69108643,298.5,89.81,151.48712,285.5727937,111.1455117,153.5745635,"373.3","308.7",8.181175138,NA,3.366559928,2.881555055,0.882603873,NA,NA,NA,-10.39,44.23,-12.49,-12.91,NA,NA,NA,865.0408848,16.51855597,NA,NA,3.282086027,NA,22,3.8279734985
"15_16_1","1","Penta","L",28.5,41.2,26.8,"E",25,0.244978663,6,NA,NA,0.22354847,"-136.1772274",17507.98838,NA,17507.98838,14.04613838,54.2,13.56,103.0600456,23.66074285,73.11811805,63.27466174,"319.13","274.22",NA,2.823892951,NA,2.99935223,NA,2.528565263,1.93815304,1.471902273,NA,NA,19.37,NA,-8.09,-10.28,11.05,828.688833,29.55393013,1.64508896,NA,7.614620304,28.74124999,30,2.3523731514
"15_16_2","2","Penta","L",28.5,41.2,26.8,"E",25,0.244978663,5,NA,NA,0.241692106,"92.9456424",21927.93843,92.9456424,21927.93843,24.20693458,21.4,25.57,17.30087928,144.4950413,148.9194363,89.44740554,"384.2","330.11",NA,2.025860506,NA,1.289240144,NA,1.173999681,1.157687127,1.497158968,NA,NA,8.8,NA,-6.12,-9.98,-3.74,382.82,10.46631614,25.48865329,NA,2.408129788,24.03311671,12,1.4287892852
"15_16_3","3","Penta","L",28.5,41.2,26.8,"E",25,0.244978663,4,NA,NA,0.302197204,"213.3321107",-12840.21857,213.3321107,NA,9.431150658,304,127.84,192.530056,164.7213562,441.4311034,119.558327,"n/a","293.21",NA,1.502903252,NA,3.269486088,NA,3.066603872,8.941519715,3.086284429,NA,NA,4.65,NA,-6.86,-10.74,-2.5,1404.198158,85.1509994,6.50118814,NA,NA,1.129372467,20,3.9733594712
"17_01_1","1","Goeth","S",32.6,39,36.9,"E",16.5,0.163526619,5,25.6,25.5,0.260720055,"-547.8221786",-46439.91586,NA,NA,24.46228558,104,67.44,178.4406767,164.7772826,644.4502301,38.9219669,"212.64","193.73",1.325556975,NA,1.79785207,2.212139211,1.869210035,NA,NA,NA,14.86,3.75,100.73,-12.98,NA,NA,NA,614.8494606,9.927902097,4.058580865,4.538643086,3.004220159,26.95443109,10,1.80118957275
"17_01_2","2","Goeth","S",32.6,39,36.9,"E",16.5,0.163526619,8.5,NA,NA,0.233665446,"-120.6702701",26606.98308,NA,26606.98308,26.54336057,56.3,NA,NA,NA,NA,NA,"277.76","232.5",0.794593194,NA,1.039437363,1.222687943,2.731599341,NA,NA,NA,2.2,-5.93,18.3,-11.23,NA,NA,NA,621.5550158,14.26427098,NA,NA,1.754595785,8.496524475,52,1.44707946025
"17_01_3","3","Goeth","S",32.6,39,36.9,"E",16.5,0.163526619,3,NA,NA,0.325493094,"25.6697915",3989.604128,25.6697915,3989.604128,24.82799398,182.6,76.07,120.391922,75.63346822,496.2658057,107.5157438,"286.09","232.79",2.698369677,NA,0.680691466,NA,0.321598876,NA,NA,NA,NA,-11.57,-2.68,-12.15,NA,NA,NA,2458.258705,87.1722945,9.007291077,NA,0.834505697,35.31356889,44,1.23355333966667
"17_06_1","1","Penta","S",32.3,34.1,38.7,"N",10,0.099668652,7,25.9,25.9,0.320859897,"1079.327635",43862.62618,1079.327635,43862.62618,7.652242244,151.5,NA,NA,NA,NA,NA,"217.54","181.57",0.582540992,NA,NA,NA,0.674002777,NA,NA,NA,117.16,-9.45,28,-14.98,NA,NA,NA,858.2437079,0,1.577604244,NA,NA,7.604233432,54,0.6282718845
"17_06_2","2","Penta","S",32.3,34.1,38.7,"N",10,0.099668652,5,NA,NA,0.397484435,"581.9861196",-18655.21772,581.9861196,NA,8.936553369,167.7,NA,NA,NA,NA,NA,"257.26","166.13",3.043470877,NA,3.093377613,2.913444432,5.282690778,NA,NA,NA,15.98,-9.45,10.74,-7.34,NA,NA,NA,1208.491419,38.95886027,9.946625888,3.319626143,7.15830524,93.25495106,52,3.583245925
"17_06_3","3","Penta","S",32.3,34.1,38.7,"N",10,0.099668652,8,NA,NA,0.223951736,"153.9418613",78077.80607,153.9418613,78077.80607,26.26191694,642.9,126.16,306.6718538,426.5298984,957.2649208,217.6664654,"234.72","186.67",0.528990808,NA,1.462401049,1.830387808,0.396857979,NA,NA,NA,29.25,-12.41,24.59,-3.32,NA,NA,NA,896.875913,11.25077464,3.016075631,0.895770122,0.868845525,28.62458015,36,1.054659411
"18_05_1","1","Penta","S",16.8,27.8,34.1,"E",32.5,0.314231899,6,NA,NA,0.252737322,"111.2180536",12548.3977,111.2180536,12548.3977,15.67222237,76.9,50.15,142.7762673,104.7676626,338.9228266,78.20494837,"357.05","303.84",0.378810082,NA,0.869448413,1.071172365,1.154328859,NA,NA,NA,221.87,174.68,-1.27,-10.99,NA,NA,NA,1015.900275,43.9971918,8.765610681,NA,0.519255478,48.92230073,64,0.86843992975
"18_05_2","2","Penta","S",16.8,27.8,34.1,"E",32.5,0.314231899,5,NA,NA,0.231342806,"162.8947837",18754.68654,162.8947837,18754.68654,7.140717127,90.5,30.6,101.7963284,109.0899149,349.2266803,89.1156479,"332.19","281.22",1.0498158,NA,1.244885285,1.322947251,1.995040055,NA,NA,NA,49.19,35.52,-8.26,-1.17,NA,NA,NA,1103.801,41.0523391,NA,NA,3.567418931,48.48355545,20,1.40317209775
"18_05_3","3","Penta","S",16.8,27.8,34.1,"E",32.5,0.314231899,4,26.1,26.2,0.157445219,"188.3614623",36646.83141,188.3614623,36646.83141,14.27905266,1259,NA,NA,NA,NA,NA,"324.14","231.9",8.065247186,NA,1.132405383,1.853347019,1.644662317,NA,NA,NA,31.15,13.02,-12.33,-0.89,NA,NA,NA,330.7101343,16.99273292,3.153755924,3.927043191,0.54297935,20.08229622,9.803921569,3.17391547625
"19_05_1","1","Penta","LW",33.4,19.2,36.9,"N",10,0.099668652,6,NA,NA,0.212343885,"387.8650648",10481.49561,387.8650648,10481.49561,12.17132128,118.9,67.75,258.9395136,151.050005,433.5101497,27.60475603,"327.96","262.58",NA,21.13697801,NA,NA,2.984065561,2.107105591,1.183449059,0.301991313,-12.91,NA,-12.27,NA,-16,-13.47,-18.35,439.6612662,12.47358447,34.21887753,2.699348075,2.067767825,28.32066077,40,5.5427179068
"19_05_2","2","Penta","LW",33.4,19.2,36.9,"N",10,0.099668652,6.5,NA,NA,0.346129815,"410.5319758",68732.17566,410.5319758,68732.17566,9.757588983,94.4,21.18,102.2782079,82.23655082,228.9498842,59.27009259,"344.61","299.52",NA,9.898192578,NA,NA,3.535643399,2.463372772,1.948431599,2.000817834,-9.84,NA,-13.75,NA,-17.44,-15.48,-18.81,618.1746503,14.78291917,8.218292245,2.509308915,0.890048894,34.87532034,24,3.9692916364
"19_05_3","3","Penta","LW",33.4,19.2,36.9,"N",10,0.099668652,7,NA,NA,0.239749648,"51.124321",56311.64548,51.124321,56311.64548,31.68239045,266.1,16.89,29.14991499,49.21312559,33.05089057,77.12829229,"300.39","231.04",NA,3.6697766,NA,NA,5.652503241,1.694388585,6.588085783,8.622717769,-11.92,NA,-12.04,NA,-13.27,-12.45,-13.24,451.1907485,8.86118788,6.741400604,4.209139946,2.777751168,36.83356757,70,5.2454943956
"20_04_1","1","Penta","S",16.8,9.9,34.3,"E",19,0.187761947,6,NA,NA,0.631434419,"1.755339109",62385.5462,1.755339109,62385.5462,30.35746188,44.6,49.44,101.5771403,21.06091114,199.053364,35.52499137,"355.55","291.33",1.240681899,NA,2.373152426,3.325201547,1.612719823,NA,NA,NA,108.98,124.03,163.77,-3.57,NA,NA,NA,1379.382357,0,19.23646791,NA,3.823698813,200.3239982,48,2.13793892375
"20_04_2","2","Penta","S",16.8,9.9,34.3,"E",19,0.187761947,4,NA,NA,0.277193973,"109.7693734",54088.21004,109.7693734,54088.21004,6.028041729,134.2,45.8,91.57161986,109.9305582,73.25710456,16.07056934,"440.19","312.53",2.949148546,NA,2.340543434,1.990346454,1.458585542,NA,NA,NA,35.36,18.32,8.96,-4.99,NA,NA,NA,946.1955764,10.56387011,3.257735899,1.995864248,3.805364481,28.65131156,24,2.184655994
"20_04_3","3","Penta","S",16.8,9.9,34.3,"E",19,0.187761947,2,25.6,25.8,0.272069438,"427.7624338",115804.4744,427.7624338,115804.4744,25.01797433,354.5,NA,NA,NA,NA,NA,"308.84","256.8",1.413781127,NA,1.280223026,1.278655874,3.131954329,NA,NA,NA,81.06,47.19,36.8,-9.48,NA,NA,NA,1375.604415,22.72562788,10.11163699,5.095402912,2.514521543,64.01982635,52,1.776153589
"20_09_1","1","Goeth","LW",28.05,3.7,31.3,"N",40,0.380506377,4,NA,NA,0.298555473,"",NA,NA,NA,8.588653706,82.3,71.94,30.04201416,145.0000818,548.9525745,70.94613272,"302.17","266.89",NA,4.658160742,NA,NA,3.048159394,5.312895894,2.188671893,1.677861859,90.75,NA,-17.89,NA,-18.1,27.06,15.4,1007.222081,23.53547067,23.68166408,NA,0.843356242,44.80178963,36,3.3771499564
